Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Crystallization_Method_Clean,Component_1_Name_Clean,Component_1_Conc_Normalized,Conc_Unit,Combined_Text,Method_Encoded,Component_Encoded,Temp (K)_scaled,pH_scaled,Matthews Coefficient_scaled,Percent Solvent Content_scaled
5PHN,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.3,46.53,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.173998271401243,0.3169616405358688
5PHO,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.31,46.84,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.2051951773539494,0.3585307936950399
5PHW,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.87,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.2284595725195692
5PHX,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,45.98,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.2432099171889523
5PHY,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.15,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.266005904405272
5PHZ,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.02,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.24857367888691065
5PI1,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.29,46.31,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.14280136544853797,0.2874609511971026
5PI3,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.04,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.25125555973588887
5PI4,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.48,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.17616289596448328
5PI5,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.93,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.23650521506650576
5PI6,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.29,46.38,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.14280136544853797,0.29684753416852827
5PI8,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.14,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.2646649639807829
5PI9,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.25,45.36,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.018013741637715106,0.1600716108706111
5PIA,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.86,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22711863209508007
5PIC,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.51,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.1801857172379516
5PIE,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.78,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.21639110869916528
5PIF,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.03,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.24991461931139977
5PIG,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.29,46.19,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.14280136544853797,0.2713696661032294
5PII,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.81,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22041392997263357
5PIJ,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.09,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.25796026185833637
5PIM,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.16,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.2673468448297611
5PIP,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.6,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19225418105835645
5PIR,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.65,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.198958883180803
5PIS,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.9,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.23248239379303748
5PIU,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.67,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.20164076402978218
5PIV,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.63,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19627700233182477
5PIW,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.61,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19359512148284558
5PIX,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.05,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.252596500160378
5PIY,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.59,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19091324063386736
5PIZ,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.49,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.17750383638897335
5PJ0,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,45.94,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.2378461554909949
5PJ1,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.29,46.26,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.14280136544853797,0.2807562490746551
5PJ2,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.8,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.2190729895481435
5PJ3,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.87,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.2284595725195692
5PJ5,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.66,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.2002998236052921
5PJ6,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.69,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.2043226448787604
5PJ7,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.82,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22175487039712266
5PJ8,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.83,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22309581082161178
5PJC,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.78,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.21639110869916528
5PJD,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.6,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19225418105835645
5PJE,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.25,45.45,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.018013741637715106,0.17214007469101594
5PJF,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.56,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.18689041936039907
5PJG,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.78,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.21639110869916528
5PJH,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.56,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.18689041936039907
5PJI,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.49,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.17750383638897335
5PJM,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.68,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.20298170445427127
5PJN,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.47,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.1748219555399942
5PJO,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.07,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.2552783810093572
5PJP,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.73,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.2096864065767178
5PJQ,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.25,45.44,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.018013741637715106,0.1707991342665259
5PJR,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.25,45.3,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.018013741637715106,0.1520259683236745
5PJU,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.81,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22041392997263357
5PJV,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.29,46.26,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.14280136544853797,0.2807562490746551
5PJX,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.12,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.2619830831318037
5PJY,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.05,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.252596500160378
5PJZ,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.84,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22443675124610185
5PK0,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.79,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.21773204912365438
5PK1,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.63,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19627700233182477
5PK2,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.26,45.6,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.04921064759042013,0.19225418105835645
5PK3,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.77,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.21505016827467616
5PK5,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,45.99,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.24455085761344236
5PK7,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.29,46.25,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.14280136544853797,0.27941530865016595
5PK8,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.82,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.22175487039712266
5PK9,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.11,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.26064214270731456
5PKB,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.25,45.43,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.018013741637715106,0.16945819384203678
5PKC,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.28,46.05,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.11160445949583156,0.252596500160378
5PKE,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.27,45.87,PEG3350 -- 0.1M HEPES,28%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG3350 -- 0.1M HEPES,0.4471580313422192,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG3350 -- 0.1M HEPES",13,1579,1.1172916422942207,0.1374320307543385,0.08040755354312654,0.2284595725195692
