Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Temp_pH_interaction,Matthews_Solvent_interaction,pH_diff,Solvent_Matthews_ratio,Temp_Category,pH_Category
5NZO,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.27,45.71,PCTP BUFFER,0.1,7.0,2051.0,103.7617,0.0,20.136555005922904,Medium,Neutral
5NZP,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.17,43.23,PCTP,0.1,7.0,2086.0,93.80909999999999,0.0,19.92164980569133,High,Neutral
5NZX,"VAPOR DIFFUSION, SITTING DROP",278.0,6.0,2.12,42.02,PEG 1000,3.0,6.0,1668.0,89.0824,0.0,19.82074536757294,Low,Acidic
5T0S,"VAPOR DIFFUSION, SITTING DROP",295.0,6.5,2.01,38.9,PEG 400,1.34,6.5,1917.5,78.189,0.0,19.35322420237602,Medium,Neutral
5TG0,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,1.92,36.09,HEPES,0.1,7.5,2197.5,69.2928,0.0,18.79686520996604,Medium,Neutral
5TJK,"VAPOR DIFFUSION, HANGING DROP",277.0,8.071428571428571,2.25,45.23,NATIVE CRYSTALS OF GTA/GTB LACKING ANY HEAVY METALS WERE GROWN AT 4 DEGREES CELSIUS FROM MUCH HIGHER CONCENTRATIONS OF PROTEIN (30-40 MG/ML FOR GTB AND 16-20 MG/ML FOR GTA) ALONG WITH 1% PEG 4000,1.058505086628088,8.071428571428571,2235.785714285714,101.7675,0.0,20.102213287905204,Low,Basic
5TJN,VAPOR DIFFUSION,277.0,8.5,2.26,45.55,NATIVE CRYSTALS OF GTA/GTB LACKING ANY HEAVY METALS WERE GROWN AT 4 DEGREES CELSIUS FROM MUCH HIGHER CONCENTRATIONS OF PROTEIN (30-40 MG/ML FOR GTB AND 16-20 MG/ML FOR GTA) ALONG WITH 1% PEG 4000,1.0484677348659783,8.5,2354.5,102.94299999999998,0.0,20.154858338558256,Low,Basic
5V2H,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.08,40.81,OLIGONUCLEOTIDE,0.0005,5.5,1600.5,84.88480000000001,0.0,19.62018287491208,Medium,Acidic
5VNY,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.06,40.33,PEG2000 MME,3.0,8.0,2344.0,83.07979999999999,0.0,19.577660399193977,Medium,Neutral
5XN3,"VAPOR DIFFUSION, HANGING DROP",288.0,7.0,2.05,39.86,AMMONIUM TARTRATE DIBASIC,0.2,7.0,2016.0,81.713,0.0,19.44389295419856,Medium,Neutral
5B7H,"VAPOR DIFFUSION, HANGING DROP",287.0,5.6,2.51,51.01,AMMONIUM SULFATE,0.2,5.6,1607.1999999999998,128.03509999999997,0.0,20.32270106665296,Medium,Acidic
5J6Y,MICROBATCH,293.0,6.8428571428571425,2.26,45.59,PEG 3350,2.0,6.8428571428571425,2004.9571428571428,103.0334,0.0,20.172557445771044,Medium,Neutral
5JZY,"VAPOR DIFFUSION, HANGING DROP",277.0,7.0,2.5,50.2,SODIUM DIHYDROGEN PHOSPHATE,0.02,7.5,1939.0,125.5,-0.5,20.079991968003213,Low,Neutral
5K0R,"VAPOR DIFFUSION, HANGING DROP",295.0,6.3,1.89,34.81,SODIUM CITRATE TRIBASIC DIHYDRATE,1.6,6.3,1858.5,65.79090000000001,0.0,18.417979673026633,Medium,Neutral
5K1K,"VAPOR DIFFUSION, HANGING DROP",295.0,6.3,1.89,34.83,SODIUM CITRATE TRIBASIC DIHYDRATE,1.6,6.3,1858.5,65.8287,0.0,18.428561678009697,Medium,Neutral
5K1L,"VAPOR DIFFUSION, HANGING DROP",277.0,8.142857142857142,2.31,46.69,"PEG 4000
150 MM AMMONIUM SULFATE",1.5,8.142857142857142,2255.5714285714284,107.8539,0.0,20.212112462288975,Low,Basic
5KB6,"VAPOR DIFFUSION, SITTING DROP",291.0,4.5,2.44,49.69,"PEG400
0.2 M LITHIUM SULPHATE
0.1 M SODIUM ACETATE
2.5 MM ADENOSINE",5.0,4.5,1309.5,121.24359999999999,0.0,20.36474575215338,Medium,Acidic
5KXU,BATCH MODE,293.0,6.5,2.2,43.98,MES-NAOH  (,0.1,6.5,1904.5,96.756,0.0,19.990900004136357,Medium,Neutral
5KXV,MICROBATCH,293.0,6.5,2.11,41.76,NANO3,0.25,6.5,1904.5,88.11359999999999,0.0,19.79145981447402,Medium,Neutral
5LLL,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,1.89,34.91,"CACL2
0.1 M HEPES SODIUM",0.2,7.5,2197.5,65.97989999999999,0.0,18.47088969794196,Medium,Neutral
5N8A,"VAPOR DIFFUSION, SITTING DROP",293.15,6.0,1.88,34.66,IMIDAZOLE MALATE,0.2,6.0,1758.8999999999999,65.1608,0.0,18.436160406297656,Medium,Acidic
5NIV,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.39,48.44,TRIS,0.1,8.5,2490.5,115.7716,0.0,20.267773946538096,Medium,Basic
5NK4,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.97,37.58,MPD/PEG1000/PEG3350 (MD),3.75,8.5,2473.5,74.0326,0.0,19.07613244866373,Medium,Basic
5NK5,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.97,37.59,MPD/PEG1000/PEG3350 (MD),3.75,8.5,2473.5,74.0523,0.0,19.081208588218992,Medium,Basic
5NK6,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,1.98,37.8,MPD/PEG1000/PEG3350 (MD),3.75,5.5,1600.5,74.844,0.0,19.09089944904068,Medium,Acidic
5NKA,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.99,38.23,MPD/PEG1000/PEG3350 (MD),3.75,8.5,2473.5,76.0777,0.0,19.211045622590138,Medium,Basic
5NKC,"VAPOR DIFFUSION, SITTING DROP",291.0,6.0,1.97,37.49,MPD/PEG1000/PEG3350 (MD),3.75,6.0,1746.0,73.8553,0.0,19.0304471926664,Medium,Acidic
5NKD,"VAPOR DIFFUSION, SITTING DROP",291.0,6.5,1.96,37.22,MPD/PEG1000/PEG3350 (MD),3.75,6.5,1891.5,72.9512,0.0,18.989786229700904,Medium,Neutral
5NKE,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.98,37.72,MPD/PEG1000/PEG3350 (MD),3.75,8.5,2473.5,74.6856,0.0,19.050495429042712,Medium,Basic
5NKF,"VAPOR DIFFUSION, SITTING DROP",291.0,6.0,1.96,37.39,MPD/PEG1000/PEG3350 (MD),3.75,6.0,1746.0,73.2844,0.0,19.076520879326083,Medium,Acidic
5NKG,"VAPOR DIFFUSION, SITTING DROP",291.0,6.5,1.95,36.96,MPD/PEG1000/PEG3350 (MD),3.75,6.5,1891.5,72.072,0.0,18.953836433930036,Medium,Neutral
5NKH,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,1.96,37.29,MPD/PEG1000/PEG3350 (MD),3.75,8.5,2473.5,73.0884,0.0,19.025500497193626,Medium,Basic
5NW3,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.07,40.66,SEEDED 3.4M EQUIMOLAR NA/K PHOSPHATE BUFFER,1.5468254811299031,6.5,1904.5,84.16619999999999,0.0,19.642502588162998,Medium,Neutral
5T7D,"VAPOR DIFFUSION, HANGING DROP",293.0,7.3,2.32,47.08,BAR PROTEIN WAS INCUBATED WITH 1 MM ACETYL-COA FOR >2 HOUR PRIOR TO SETTING CRYSTAL TRAYS. CRYSTALS OF BAR WERE OBTAINED AFTER 3 DAYS AT 20C IN HANGING DROPS CONTAINING 1 UL OF PROTEIN SOLUTION (7.5 MG/ML) AND 1 UL OF RESERVOIR SOLUTION (0.18 M CALCIUM ACETATE,1.4122365382590143,7.3,2138.9,109.22559999999999,0.0,20.293094701252283,Medium,Neutral
5VIK,"VAPOR DIFFUSION, HANGING DROP",293.0,6.803202971028287,1.79,31.4,NA CITRATE,0.08,5.0,1993.338470511288,56.205999999999996,1.8032029710282869,17.541889641402435,Medium,Neutral
5VIQ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.699999999999999,1.79,31.25,MGCL2,0.16,7.699999999999999,2256.1,55.9375,0.0,17.458090805535864,Medium,Neutral
5WQQ,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.82,32.26,1.8-2.0 M AMMONIUM SULFATE,1.7309998615136513,4.5,1318.5,58.7132,0.0,17.725264986118138,Medium,Acidic
5WQR,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.81,32.21,1.8-2.0 M AMMONIUM SULFATE,1.7320045465459017,4.5,1318.5,58.3001,0.0,17.795570278690455,Medium,Acidic
5K2N,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.99,38.09,TRIS-HCL,0.1,8.5,2490.5,75.79910000000001,0.0,19.140693899148797,Medium,Basic
5K2P,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.93,36.3,TRIS-HCL,0.1,8.5,2490.5,70.059,0.0,18.808280410217403,Medium,Basic
5K2Q,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.98,37.93,TRIS-HCL,0.1,8.5,2490.5,75.1014,0.0,19.156555981537384,Medium,Basic
5K87,"VAPOR DIFFUSION, HANGING DROP",293.15,6.0,2.43,49.36,MES,0.1,6.0,1758.8999999999999,119.9448,0.0,20.312748842490187,Medium,Acidic
5L6Q,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.2,43.0,MES,0.1,6.5,1904.5,94.60000000000001,0.0,19.54544566116106,Medium,Neutral
5L77,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.38,48.3,PROTEIN STOCK IN MIXED 1:1 WITH 1.2 M NAH2PO4/K2HPO4 (1:9 V/V) AT 293 K.,10.0,8.0,2344.0,114.954,0.0,20.29410912012222,Medium,Neutral
5LZG,"VAPOR DIFFUSION, HANGING DROP",293.0,6.2,2.16,42.99,MES/IMIDAZOLE BUFFER,0.1,6.2,1816.6000000000001,92.85840000000002,0.0,19.90276856353307,Medium,Neutral
5LZH,"VAPOR DIFFUSION, HANGING DROP",293.0,7.557142857142857,2.12,42.06,MES/IMIDAZOLE,0.1,6.5,2214.2428571428572,89.16720000000001,1.057142857142857,19.83961328320128,Medium,Neutral
5LZJ,"VAPOR DIFFUSION, HANGING DROP",293.0,6.8428571428571425,2.14,42.54,MES,0.1,6.0,2004.9571428571428,91.0356,0.8428571428571425,19.878495383880658,Medium,Neutral
5N13,"VAPOR DIFFUSION, HANGING DROP",277.0,8.071428571428571,2.49,50.62,TRIS-HCL (,0.1,8.5,2235.785714285714,126.0438,-0.4285714285714288,20.329309104695135,Low,Basic
5N18,"VAPOR DIFFUSION, HANGING DROP",277.0,4.6,2.04,39.61,CRYSTALS WERE OBTAINED BY MIXING A SOLUTION OF 22 MG/ML PROTEIN AND 1.5 MM INHIBITOR WITH 0.1 M SODIUM ACETATE (,1.2000658931642842,4.6,1274.1999999999998,80.8044,0.0,19.416657148697475,Low,Acidic
5NLU,"VAPOR DIFFUSION, SITTING DROP",292.0,7.5,1.96,37.11,AMMONIUM SULFATE,0.2,7.5,2190.0,72.73559999999999,0.0,18.9336638093552,Medium,Neutral
5NQO,"VAPOR DIFFUSION, SITTING DROP",293.0,5.871428571428572,1.86,33.89,MGCL2,0.2,5.871428571428572,1720.3285714285716,63.0354,0.0,18.220420311601984,Medium,Acidic
5NVG,"VAPOR DIFFUSION, SITTING DROP",291.15,4.2,1.58,22.12,ETHANOL,2.0,4.2,1222.83,34.949600000000004,0.0,13.999991139246115,Medium,Acidic
5WSD,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.02,39.77,JEFFAMINE ED-2001,2.5,6.5,1904.5,80.3354,0.0,19.688109065292544,Medium,Neutral
5WSE,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,1.84,36.0,W/V POLYETHYLENE GLYCOL 1500,2.5,6.5,1904.5,66.24000000000001,0.0,19.565206758039807,Medium,Neutral
5WSF,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,1.94,36.67,W/V POLYETHYLENE GLYCOL 1500,2.5,6.5,1904.5,71.13980000000001,0.0,18.902052112344276,Medium,Neutral
5XM5,"VAPOR DIFFUSION, SITTING DROP",288.0,4.6,2.21,44.46,POLYETHYLENE GLYCOL 4000,2.25,4.6,1324.8,98.2566,0.0,20.11763795581993,Medium,Acidic
5G2U,"VAPOR DIFFUSION, SITTING DROP",289.46,7.016666666666667,2.38,48.35,PEG 4000 15 % GLYCEROL 0.1 M CITRIC ACID,2.5,5.0,2031.0443333333333,115.073,2.0166666666666666,20.315117514656507,Medium,Neutral
5G2V,"VAPOR DIFFUSION, SITTING DROP",294.92142857142863,6.45,2.28,46.16,PEG 3350 0.2 M SODIUM NITRATE,2.0,6.45,1902.2432142857147,105.24479999999998,0.0,20.245605155436333,Medium,Neutral
5J9M,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.4,49.01,PEG 8000,1.3,5.5,1584.0,117.624,0.0,20.42082482465632,Medium,Acidic
5J9O,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.4,48.05,PEG 8000,1.3,5.5,1584.0,115.32,0.0,20.020824991322918,Medium,Acidic
5JFD,"VAPOR DIFFUSION, HANGING DROP",277.0,7.0,2.5,51.38,SODIUM DIHYDROGEN PHOSPHATE,0.02,7.5,1939.0,128.45000000000002,-0.5,20.551991779203288,Low,Neutral
5JMX,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.25,45.31,1MM TCEP,1.4448819233153891,7.6,2226.7999999999997,101.9475,0.0,20.1377688276583,Medium,Neutral
5JSV,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.37,48.08,PEG 8000,1.3,5.5,1584.0,113.9496,0.0,20.286911271345453,Medium,Acidic
5JSW,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.4,48.74,PEG 8000,1.3,5.5,1584.0,116.976,0.0,20.308324871531305,Medium,Acidic
5JT5,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.41,48.88,PEG 8000,1.3,5.5,1584.0,117.80080000000001,0.0,20.282149260518977,Medium,Acidic
5K2I,"VAPOR DIFFUSION, HANGING DROP",287.15,5.5,2.01,38.79,SODIUM CITRATE,0.1,5.5,1579.3249999999998,77.96789999999999,0.0,19.29849786144385,Medium,Acidic
5MN1,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.29,46.2,AMMONIUM SULFATE,0.2,7.5,2077.5,105.798,0.0,20.174663679186168,Low,Neutral
5MNA,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.32,46.98,AMMONIUM SULFATE,0.2,7.5,2077.5,108.99359999999999,0.0,20.249991271555484,Low,Neutral
5MNB,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.33,47.28,AMMONIUM SULFATE,0.2,7.5,2077.5,110.1624,0.0,20.291836784619406,Low,Neutral
5MNC,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.27,45.87,AMMONIUM SULFATE,0.2,7.5,2077.5,104.1249,0.0,20.207039556370237,Low,Neutral
5MOH,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,2.04,39.56,MES,0.107,6.5,1937.0,80.70240000000001,0.0,19.39214735679051,High,Neutral
5MON,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.33,47.28,AMMONIUM SULFATE,0.2,7.5,2077.5,110.1624,0.0,20.291836784619406,Low,Neutral
5MOO,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.32,46.98,AMMONIUM SULFATE,0.2,7.5,2077.5,108.99359999999999,0.0,20.249991271555484,Low,Neutral
5NAJ,"VAPOR DIFFUSION, SITTING DROP",293.15,7.0,2.28,46.1,AMMONIUM SULFATE,2.2,7.0,2052.0499999999997,105.10799999999999,0.0,20.21928937750466,Medium,Neutral
5NBF,"VAPOR DIFFUSION, SITTING DROP",293.15,7.0,2.33,47.17,AMMONIUM SULFATE,2.1,7.0,2052.0499999999997,109.90610000000001,0.0,20.244626504452143,Medium,Neutral
5TOF,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,1.74,24.84,1UL PROTEIN SOLUTION AT 20 MG/ML (20 MM TRIS,1.8775132115692568,8.0,1347.8,43.2216,-3.4000000000000004,14.275853864451802,Medium,Acidic
5TOG,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.79,31.16,1UL PROTEIN SOLUTION AT 10 MG/ML (20 MM TRIS,1.7528695311004263,8.0,1318.5,55.7764,-3.5,17.40781150401592,Medium,Acidic
5U0I,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,1.98,37.85,TRIS,0.1,8.5,2354.5,74.943,0.0,19.116151961539416,Low,Basic
5UQ6,"VAPOR DIFFUSION, HANGING DROP",293.15,5.0,2.36,47.83,(W/V) PEG3350,2.5,5.0,1465.75,112.87879999999998,0.0,20.26694056485569,Medium,Acidic
5V86,"VAPOR DIFFUSION, HANGING DROP",277.0,7.857142857142857,2.19,43.85,PEG3350,0.6,7.857142857142857,2176.428571428571,96.0315,0.0,20.022821907387257,Low,Neutral
5V8Q,"VAPOR DIFFUSION, SITTING DROP",293.0,7.1,2.2,43.98,"PHOSPHATE NH4 DIBASIC
0.07M PHOSPHATE K DIBASIC
0.03M PHOSPHATE NA MONOBASIC",1.08,7.1,2080.2999999999997,96.756,0.0,19.990900004136357,Medium,Neutral
5VG0,"VAPOR DIFFUSION, SITTING DROP",293.0,6.733333333333333,2.34,47.51,PURIFIED ENZYME WAS INCUBATED WITH A THREEFOLD MOLAR EXCESS OF CUSO4 FOR 30 MIN AT ROOM TEMPERATURE. TO REMOVE EXCESS COPPER,1.408534774392086,6.733333333333333,1972.8666666666668,111.17339999999999,0.0,20.30341012674781,Medium,Neutral
5VN4,"VAPOR DIFFUSION, SITTING DROP",290.0,7.5,2.1,41.6,MCSG1 H10 (289135H10): 25% PEG3350,1.4475738452790479,7.5,2175.0,87.36000000000001,0.0,19.809514376421724,Medium,Neutral
5VPS,"VAPOR DIFFUSION, SITTING DROP",290.0,7.5,2.22,44.5,MCSG1 G4 (291317G4): 100MM POTASSIUM TARTRATE,1.3898671898109347,7.5,2175.0,98.79,0.0,20.045036015749538,Medium,Neutral
5WV7,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.28,45.95,DNA,0.001,7.0,2051.0,104.76599999999999,0.0,20.15349993267547,Medium,Neutral
5XCO,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.26,45.51,HEPES,0.1,7.5,2197.5,102.85259999999998,0.0,20.13715923134547,Medium,Neutral
5KXH,"VAPOR DIFFUSION, HANGING DROP",295.0,8.5,2.13,42.36,PEG 2000 MME 50MM TRIS 8.5,2.0,8.5,2507.5,90.2268,0.0,19.88731460689455,Medium,Basic
5KY2,"VAPOR DIFFUSION, HANGING DROP",295.0,8.5,2.13,42.13,PEG2000 MME,2.0,8.5,2507.5,89.7369,0.0,19.77933343693266,Medium,Basic
5KY4,"VAPOR DIFFUSION, HANGING DROP",295.0,8.5,2.14,42.51,PEG2000 MME,2.0,8.5,2507.5,90.9714,0.0,19.86447669884266,Medium,Basic
5M5Z,"VAPOR DIFFUSION, HANGING DROP",289.0,6.8,2.19,43.91,NA/K PHOSPHATE,1.8,6.8,1965.2,96.1629,0.0,20.05021915515107,Medium,Neutral
5N41,"VAPOR DIFFUSION, SITTING DROP",294.15,7.5,2.22,44.65,OD280=17.7 MG/ML IN 20 MM HEPES,1.4864701725789127,7.5,2206.125,99.123,0.0,20.11260355288128,Medium,Neutral
5N4S,"VAPOR DIFFUSION, HANGING DROP",295.0,7.2,2.21,44.41,MAGNESIUM FORMATE,0.1,7.2,2124.0,98.14609999999999,0.0,20.095013531668084,Medium,Neutral
5N4T,"VAPOR DIFFUSION, SITTING DROP",295.0,6.643818241910532,2.19,43.79,MAGNESIUM FORMATE,0.1,6.643818241910532,1959.9263813636069,95.9001,0.0,19.995424659623442,Medium,Neutral
5NAI,"VAPOR DIFFUSION, SITTING DROP",295.0,6.840804758609887,1.91,35.48,SODIUM FLUORIDE,0.2,6.840804758609887,2018.0374037899167,67.76679999999999,0.0,18.575906504760994,Medium,Neutral
5NT7,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.42,49.25,TRIS,0.1,7.5,2037.0,119.185,-0.5,20.351231259821795,Medium,Neutral
5TP0,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.19,43.86,"HEPES
2 M AMMONIUM SULFATE
2 % PEG-400",0.1,7.5,2235.0,96.0534,0.0,20.027388115347893,High,Neutral
5V3N,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5581584234870824,2.09,41.04,AMMONIUM ACETATE,0.2,6.5581584234870824,1921.5404180817152,85.77359999999999,0.0,19.636354240978832,Medium,Neutral
5VPQ,"VAPOR DIFFUSION, SITTING DROP",290.0,6.2,2.49,50.6,BUPHA.00104.A.B1.PS37967 AT 22.6MG/ML,1.2796061860787065,6.2,1798.0,125.99400000000001,0.0,20.321276979406832,Medium,Neutral
5JGI,"VAPOR DIFFUSION, HANGING DROP",289.0,7.9,2.11,41.59,PEG3350+0.2 M NH4CL,2.0,7.9,2283.1,87.7549,0.0,19.710891132279087,Medium,Neutral
5JGM,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.45,49.77,PEG 8000,1.3,5.5,1584.0,121.93650000000001,0.0,20.314277422743906,Medium,Acidic
5JGO,"VAPOR DIFFUSION, HANGING DROP",288.0,5.5,2.42,49.2,PEG 8000,1.3,5.5,1584.0,119.06400000000001,0.0,20.330570111334666,Medium,Acidic
5MAP,"VAPOR DIFFUSION, HANGING DROP",291.0,5.5,2.05,40.01,CRYSTALS WERE GROWN BY THE VAPOUR DIFFUSION HANGING DROP METHOD USING A FERRIC PROTEIN SOLUTION AT 13 MG/ML EQUILIBRATED AGAINST A RESERVOIR CONSISTING OF 17-24% PEG 3000 AND 50-100 MM SODIUM CITRATE,1.520332781714524,5.5,1600.5,82.02049999999998,0.0,19.517063650212854,Medium,Acidic
5MEW,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MHU,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.93,PROTEIN SOLUTION (12MG/ML,1.3878710138378665,4.0,1176.0,127.83429999999998,0.0,20.29082856939101,Medium,Acidic
5MHV,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MHW,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MHX,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MHY,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MHZ,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MI1,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MI2,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MIA,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MIB,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MIC,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MID,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MIE,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MIG,"VAPOR DIFFUSION, HANGING DROP",294.0,4.0,2.51,50.92,PROTEIN SOLUTION (12MG/ML,1.3880694939903933,4.0,1176.0,127.80919999999999,0.0,20.286844507233265,Medium,Acidic
5MJH,"VAPOR DIFFUSION, HANGING DROP",291.0,5.5,2.06,40.22,CRYSTALS WERE GROWN BY THE VAPOUR DIFFUSION HANGING DROP METHOD USING A FERRIC PROTEIN SOLUTION AT 13 MG/ML EQUILIBRATED AGAINST A RESERVOIR CONSISTING OF 17-24% PEG 3000 AND 50-100 MM SODIUM CITRATE,1.5161524142418479,5.5,1600.5,82.8532,0.0,19.524262366862928,Medium,Acidic
5MPZ,"VAPOR DIFFUSION, SITTING DROP",277.0,8.214285714285714,2.08,40.93,MGCL2,0.2,8.214285714285714,2275.3571428571427,85.1344,0.0,19.677875154867714,Low,Basic
5MVL,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.23,44.86,"SODIUM CHLORIDE (80 MM)
POTASSIUM CHLORIDE (12 MM)
MAGNESIUM CHLORIDE (20 MM)
SPERMINE TETRAHYDROCHLORIDE (12 MM)
SODIUM CACODYLATE (40 MM",1.4675532551351154,6.0,1758.0,100.0378,0.0,20.116582907361924,Medium,Acidic
5NBJ,"VAPOR DIFFUSION, SITTING DROP",298.0,4.7,2.06,40.28,NACL,1.0,4.7,1400.6000000000001,82.97680000000001,0.0,19.55338856631623,High,Acidic
5UOV,"VAPOR DIFFUSION, HANGING DROP",298.0,4.8,2.69,54.28,NACL,1.28,4.8,1430.3999999999999,146.0132,0.0,20.178431160434513,High,Acidic
5UPZ,"VAPOR DIFFUSION, HANGING DROP",298.0,5.0,2.68,54.1,NACL,1.24,5.0,1490.0,144.988,0.0,20.186559631880733,High,Acidic
5VN1,MICRODIALYSIS,278.0,7.0,2.38,48.22,10 MG PROTEIN/ML DIALYZED AGAINST 50 MM AMMONIUM N-[TRIS(HYDROXYMETHYL)METHYL]-2-AMINOETHANESULFONATE BUFFER,1.0321793073613934,7.0,1946.0,114.7636,0.0,20.26049568886736,Low,Neutral
5JIX,"VAPOR DIFFUSION, HANGING DROP",277.0,8.142857142857142,2.14,42.49,PEG 400,3.0,8.142857142857142,2255.5714285714284,90.9286,0.0,19.85513090881733,Low,Basic
5JO3,VAPOR DIFFUSION,293.0,7.4,2.23,44.87,"PEG 4K
10% ISOPROPANOL
0.1M HEPES",2.0,7.4,2168.2000000000003,100.06009999999999,0.0,20.12106721028376,Medium,Neutral
