Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Component_2_Name,Component_2_Conc,Component_2_pH,Component_3_Name,Component_3_Conc,Component_3_pH,Component_4_Name,Component_4_Conc,Component_4_pH,Component_5_Name,Component_5_Conc,Component_5_pH,Component_6_Name,Component_6_Conc,Component_6_pH
6KB1,VAPOR DIFFUSION,277.0,,2.25,45.34,BIS-TRIS(,0.1 M,6.5,PEG3350,25 %(w/v),,,,,,,,,,,,,
6KB3,VAPOR DIFFUSION,277.0,,2.29,46.32,TRIS (,0.1M,8.5,PEG3350,25%(w/v),,,,,,,,,,,,,
6KB4,VAPOR DIFFUSION,277.0,,2.26,45.47,TRIS (,0.1M,8.0,PEG3350,25%(w/v),,,,,,,,,,,,,
6KB6,VAPOR DIFFUSION,277.0,,2.26,45.58,HEPES (,0.1 M,7.0,PEG3350,25 %(w/v),,,,,,,,,,,,,
6KB8,VAPOR DIFFUSION,277.0,,2.29,46.18,BIS-TRIS (,0.1 M,6.5,PEG3350,25 %(w/v),,,,,,,,,,,,,
6L8G,"VAPOR DIFFUSION, SITTING DROP",289.0,,2.03,39.48,V/V TACSIMATE,5%,7.0,000,,,,,,,,,,,,,,
6L9O,"VAPOR DIFFUSION, SITTING DROP",277.15,,2.36,47.94,BIS-TRIS 5.5 25% W/VPEG 3350,0.1 M,,,,,,,,,,,,,,,,
6LX6,VAPOR DIFFUSION,277.0,,2.27,45.75,HEPES (,0.1 M,7.5,PEG3350,25 %(w/v),,,,,,,,,,,,,
6LX7,VAPOR DIFFUSION,277.0,,2.26,45.69,TRIS (,0.1 M,8.5,PEG3350,25 %(w/v),,,,,,,,,,,,,
6LX9,VAPOR DIFFUSION,277.0,,2.26,45.53,HEPES (,0.1 M,7.5,PEG3350,25 %(w/v),,,,,,,,,,,,,
6LXA,VAPOR DIFFUSION,277.0,,2.27,45.8,HEPES (,0.1M,7.5,PEG3350,25%(w/v),,,,,,,,,,,,,
6TC2,BATCH MODE,298.0,5.82,1.95,36.94,INSULIN,12.78 mg/mL,,ZINC ACETATE,0.77 mM,,P-COUMARIC ACID,40 mM,,PEG-1000,3.2%(w/v),,SODIUM THIOCYANATE,10 mM,,PHOSPHATE MIXTURE (NA2HPO4,0.4 M,
6UWW,"VAPOR DIFFUSION, SITTING DROP",287.0,7.5,2.22,44.51,MORPHEUS E8 (305593E8): 12.5% (W/V) PEG1000,,,12.T% (W/V) PEG3350,,,MPD,12.5% (v/v),,DIETHYLENEGLYCOL,30mM,,TRIETHYLENEGLYCOL,30mM,,TETRAETHYLENEGLYCOL,30mM,
6VER,"VAPOR DIFFUSION, SITTING DROP",300.0,,1.82,32.43,WELL CONDITION: 100 MM TRI-HCL (,,8.5,,,,,,,,,,,,,,,
6VZA,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.07,40.72,CALCIUM CHLORIDE,0.2 M,,W/V PEG3350,20%,,,,,,,,,,,,,
6WYF,"VAPOR DIFFUSION, SITTING DROP",298.0,,2.88,57.32,5 UL RESERVOIR + 5 UL 25 UM 157C DELTA C-STAR HUMAN H-CHAIN FERRITIN IN 15 MM HEPES,,,,,7.0,,,8.0,CALCIUM CHLORIDE,10 mM,,SODIUM CHLORIDE,140 mM,,,,
6ZPV,"VAPOR DIFFUSION, SITTING DROP",293.0,,3.34,63.17,MGGH51 IN 10 MM NAOAC,10 mg/mL,5.5,NACL MIXED 2:1 WITH 1.8 M (NH4)2SO4,100 mM,,NAOAC,0.1 M,,,,5.0,GLYCEROL,35%,,,,
6ZPW,"VAPOR DIFFUSION, SITTING DROP",293.0,,,,MGGH51 IN 10 MM NAOAC,10 mg/mL,5.5,NACL MIXED 2:1 WITH 2.4 M (NH4)2SO4,100 mM,,NAOAC,0.1 M,,,,6.0,GLYCEROL,20%,,,,
6ZPX,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.82,56.31,MGGH51 IN 10 MM NAOAC,10 mg/mL,,,,5.5,NACL MIXED 2:1 WITH 20% PEG 3350,100 mM,,BIS-TRIS-HCL,0.1 M,,,,6.5,NANO3,0.2 M,
6ZPY,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.5,50.75,MGGH51 IN 10 MM NAOAC,10 mg/mL,,,,5.5,NACL MIXED 2:1 WITH 20% PEG 3350,100 mM,,BIS-TRIS-HCL,0.1 M,,,,6.5,NANO3,0.2 M,
6ZVL,EVAPORATION,293.0,4.2,1.92,36.02,"AMMONIUM SULPHATE
0.1 M SODIUM CITRATE",1.5 M,,,,4.2,,,,,,,,,,,,
7C7D,"VAPOR DIFFUSION, SITTING DROP",293.0,5.0,1.85,33.68,POLYETHYLENE GLYCOL 1500,25% (w/v),,MALONATE-IMIDAZOLE-BORIC ACID BUFFER,0.1 M,,,,5.0,,,,,,,,,
7JMU,BATCH MODE,298.15,8.0,1.8,31.58,W/V ETHYLAMMONIUM NITRATE,5.7%,,,,,,,,,,,,,,,,
7KN1,"VAPOR DIFFUSION, SITTING DROP",290.0,5.0,2.88,57.25,STMAA.00085.A.B1.PW38702 AT 24.25 MG/ML WAS COMBINED 1:1 (0.4 UL PROTEIN/PRECIPITANT) WITH 0.2 M AMMONIUM CITRATE DIBASIC,,,,,5.0,AND 20% (W/V) PEG 3350 AND STORED AT 14C. NO ADDITIONAL LIGAND WAS ADDED FOR CRYSTALLIZATION. TRAY 312986F3; PUCK OCS5-3.,,,,,,,,,,,
6L7Q,"VAPOR DIFFUSION, HANGING DROP",295.0,8.5,2.67,53.95,TRIS (,0.1M,8.5,MAGNESIUM SULFATE,0.05M,,AMMONIUM SULFATE,1.8M,,,,,,,,,,
6TKG,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.23,44.8,HEPES,0.1 M,7.5,AMMONIUM ACETATE,0.2 M,,PEG 3350,25 % (w/v),,,,,,,,,,
6TKL,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.25,45.4,HEPES,0.1 M,7.5,AMMONIUM ACETATE,0.2 M,,PEG 3350,28 % (w/v),,,,,,,,,,
6UT9,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.12,42.07,BIS-TRIS,0.1 M,5.5,W/V POLYETHYLENE GLYCOL 3,25%,,350,,,,,,,,,,,
6W9L,"VAPOR DIFFUSION, HANGING DROP",289.15,,3.09,60.25,AMMONIUM ACETATE,0.2 M,,SODIUM FORMATE,2.5 M,,AND 0.1 M TRIS,,8.5,,,,,,,,,
6WES,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.29,46.21,MAGNESIUM CHLORIDE HEXAHYDRATE,0.2 M,,TRIS,0.1 M,7.6,W/V PEG 6000,20%,,,,,,,,,,
6X94,"VAPOR DIFFUSION, HANGING DROP",295.0,7.0,2.71,54.6,PEG3350,18%,,THIOCYANATE,200 mM,,,,,,,,,,,,,
6XXR,"VAPOR DIFFUSION, SITTING DROP",300.15,7.0,2.35,47.62,AMSO4 291MM NANO3,1.932M,,,,,,,,,,,,,,,,
7AEW,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.08,40.83,HEPES,0.1 M,7.7,,,,,,,,,,,,,,,
7BYS,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,2.05,40.03,AMMONIUM SULFATE,2.1 M,,CITRATE BUFFER,0.1 M,5.5,,,,,,,,,,,,
7JNR,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.06,40.23,NA CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JNV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.06,40.18,SODIUM CITRATE AND 50MM TRIS,1.6M,,,,,,,,,,,,,,,,
7JNW,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.05,40.04,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JNX,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.04,39.61,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JNZ,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.04,39.61,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JO1,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.04,39.78,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JO2,"VAPOR DIFFUSION, HANGING DROP",298.0,,2.07,40.55,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JO3,"VAPOR DIFFUSION, HANGING DROP",298.0,,2.06,40.19,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JOB,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.03,39.55,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7JOC,"VAPOR DIFFUSION, HANGING DROP",298.0,7.8,2.14,42.53,SODIUM CITRATE,1.6M,,TRIS,50mM,,,,,,,,,,,,,
7K2W,"VAPOR DIFFUSION, HANGING DROP",296.0,,2.06,40.22,LITHIUM CHLORIDE 0.1 M TRIS,0.2 M,8.0,,,,,,,,,,,,,,,
5R61,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.13,42.19,MORPHEUS 0.09M NPS,,,BUFFER SYSTEM 3 PH = 8.5,0.1M,,V/V PRECIPITANT MIX 1,50%,,,,,,,,,,
5R62,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.12,42.11,MORPHEUS 0.09M NPS,,,BUFFER SYSTEM 3 PH = 8.5,0.1M,,V/V PRECIPITANT MIX 1,50%,,,,,,,,,,
6L1S,VAPOR DIFFUSION,293.0,8.0,2.48,50.48,IMIDAZOLE,0.2M,,NAH2PO4/1.6M K2HPO4,0.4M,,NACL,0.2M,,,,,,,,,,
6L61,MICROBATCH,298.0,7.5,2.0,38.56,HEPES (PH-7.5),0.1M,,NACL,0.2M,,PEG 3350,20%,,,,,,,,,,
6LDL,"VAPOR DIFFUSION, SITTING DROP",298.0,6.9,2.15,42.73,BICINE,0.1M,8.5,PEG1500   5% PROPANOL,40%,,,,,,,,,,,,,
6LVQ,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,1.91,35.61,MES,0.1 M,,MNCL2,2 mM,,VO4,0.1 mM,,PEG 4000,25%,,,,,,,
6TR4,"VAPOR DIFFUSION, SITTING DROP",273.0,,2.12,41.88,MAGNESIUM CHLORIDE,2 M,,PEG 3350,25%,,BIS-TRIS,0.1 M,5.5,2FL,10mM,,,,,,,
6TUZ,"VAPOR DIFFUSION, SITTING DROP",300.0,4.2,2.0,38.51,"AMMONIUM SULPHATE
0.1 M SODIUM CITRATE",1.5 M,4.2,,,,,,,,,,,,,,,
6XRK,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.17,43.41,200 NL 37 MG/ML PROTEIN,,,SODIUM CHLORIDE,50 mM,,MOPS,10 mM,,,,7.0,BIS-TRIS METHANE,100 mM,,,,6.5
6YDJ,"VAPOR DIFFUSION, HANGING DROP",290.0,7.5,2.17,43.3,PEG 4000 (32% W/V),,,SODIUM ACETATE (200 MM),,,TRIS (100 MM),,,HEPES (13 MM),,,MAGNESIUM CHLORIDE (5 MM),,,EDTA (200 UM),,
6YZJ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.05,39.86,TRIS,10 mM,,NATRIUM CITRATE,1.6 M,,,,,,,,,,,,,
6YZK,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.74,1.6 SODIUM CITRATE,,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZL,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.07,40.54,TRIS,50 mM,7.8,,,,,,,,,,,,,,,
6YZN,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.09,41.07,"TRIS 
1.6 M NATRIUM CITRATE",50 mM,,,,,,,,,,,,,,,,
6YZP,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.06,40.37,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZQ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.85,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZR,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.79,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZS,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.07,40.55,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZT,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.1,41.31,"TRIS
1.6 M NATRIUM CITRATE",50 mM,,,,,,,,,,,,,,,,
6YZU,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.81,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZW,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.09,41.14,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6YZX,"VAPOR DIFFUSION, HANGING DROP",291.0,7.8,2.08,40.98,SODIUM CITRATE,1.6 M,,TRIS-H2SO4,50 mM,,,,,,,,,,,,,
6Z04,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.1,41.4,"TRIS PH=7.8
1.6 M NATRIUM CITRATE",50 mM,,,,,,,,,,,,,,,,
7A2B,MICROBATCH,293.0,,2.44,49.6,PROTEIN SOLUTION (10 G/L LBADH,,,HEPES/NAOH,20mM,7.0,MGCL2) AND PRECIPITATION BUFFER (1 MM TRIS/HCL,1 mM,7.0,MGCL2 AND 100 G/L PEG 550 MME),50 mM,,,,,,,
7C8S,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.55,51.76,HEPES,0.1 M,,PEG 3,30%,,350,,,LI2SO4,0.2 M,,,,,,,
7D1M,"VAPOR DIFFUSION, SITTING DROP",291.0,7.8,2.29,46.25,TRIS,10mM,,EDTA,1mM,,DTT,1mM,,,,,,,,,,
7KFF,"VAPOR DIFFUSION, SITTING DROP",289.0,,2.32,47.08,SODIUM ACETATE,0.17 M,,TRIS/HCL,0.085 M,8.5,PEG 4000,25.5%,,GLYCEROL,15%,,,,,,,
7KG3,"VAPOR DIFFUSION, HANGING DROP",308.0,,4.18,70.6,SATURATED AMMONIUM SULFATE,70%,,BME,0.4%,,IMIDAZOLE / MALATE,200 mM,7.4,MES,50 mM,6.0,,,,,,
6T27,"VAPOR DIFFUSION, HANGING DROP",291.0,5.0,2.15,42.83,DI-AMMONIUMHYDROGEN CITRATE,50 mM,5.0,DTT,5.2 mg/mL,,NADP+,0.7 mg/mL,,"PEG 6000
RESERVOIR: 120 MM DI-AMMONIUMHYDROGEN CITRATE",5% (w/v),5.0,PEG 6000,20% (w/v),,,,
6TI9,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.14,42.39,PROTEIN: 4.93 MG/ML,,,TRIS,,8.0,NACL. PRECIPITANT: 24% PEG 600,150mM,,IMIDAZOLE MALATE,0.2M,5.5,,,,,,
6VAS,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,1.43,13.75,SODIUM NITRATE,30 mM,,DIBASIC SODIUM PHOSPHATE,30 mM,,AMMONIUM SULFATE,30 mM,,IMIDAZOLE/MES MONOHYDRATE (,100 mM,6.5,PEG1000,12.5%,,PEG3350,12.5%,
7A19,"VAPOR DIFFUSION, SITTING DROP",293.15,7.5,1.96,37.16,MAGNESIUM CHLORIDE 0.1 M NA HEPES 7.5 10 % W/V PEG 4000,0.1 M,,,,,,,,,,,,,,,,
7A9U,VAPOR DIFFUSION,293.0,,2.12,41.92,PEG 3350 0.2M NABR,20%,,,,,,,,,,,,,,,,
7AEY,"VAPOR DIFFUSION, HANGING DROP",277.0,,2.08,40.94,CRYSTALS GROWN BY HANGING DROP VAPOUR DIFFUSION. A 1:1 MIXTURE OF PROTEIN SOLUTION AND AN 8:4 MIXTURE OF K2HPO4 TO KH2PO4 WAS PLACED ABOVE A WELL OF AN 8:6 SOLUTION OF K2HPO4 TO KH2PO4. THEN SERIALLY CRYOPROTECTED IN SITU TO 40% GLYCEROL (V/V WITH MOTHER LIQUOR) IN 10% INCREMENTS OVER A PERIOD OF A FEW MINUTES. A 2.5MM SOLUTION OF ISOCARBA-DANA WAS THEN SOAKED INTO THE RESULTANT CRYSTALS FOR 90 MINUTES AT A TEMPERATURE OF 293K.,,,,,,,,,,,,,,,,,
6M65,MICROBATCH,298.0,4.6,2.1,41.6,AMMONIUM ACETATE,0.2 M,,SODIUM ACETATE TRIHYDRATE,0.1 M,,W/V PEG 4000,30%,,,,,,,,,,
6SWI,"VAPOR DIFFUSION, HANGING DROP",298.0,,1.69,27.02,KNA-TARTRATE,0.95 M,,TRIS,0.1 M,8.5,AND 0.5 % PEG MME 5K,,,,,,,,,,,
6SYO,VAPOR DIFFUSION,296.0,6.5,2.29,46.3,BIS TRIS,100 mM,6.5,MGCL2,200 mM,,18-22% PEG 3350,,,,,,,,,,,
6SYS,"VAPOR DIFFUSION, HANGING DROP",296.0,8.0,2.1,41.49,SODIUM CITRATE,1.5 M,,TRIS,50 mM,8.0,,,,,,,,,,,,
6SYX,"VAPOR DIFFUSION, SITTING DROP",296.0,6.5,2.42,49.24,BIS-TRIS,100mM,6.5,MGCL2,200 mM,,18-21% PEG 3350,,,,,,,,,,,
6SZK,"VAPOR DIFFUSION, SITTING DROP",296.0,6.5,2.29,46.38,BIS-TRIS,100 mM,6.5,MGCL2,200 mM,,18-21% PEG 3350,,,,,,,,,,,
6T0G,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.2,44.05,PEG 3350,25%,,BISTRIS,0.1M,,MAGNESIUM CHLORIDE,0.2M,,,,,,,,,,
6T0H,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.17,43.43,PEG 3350,25%,,BIS-TRIS,0.1M,,MAGNESIUM CHLORIDE,0.2M,,,,,,,,,,
6T0J,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.18,43.66,TRIS,0.1 M,,MAGNESIUM FORMATE,0.3 M,,,,,,,,,,,,,
6T0K,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.17,43.27,PEG 3350,25%,,BISTRIS,0.1 M,,MAGNESIUM CHLORIDE,0.2 M,,,,,,,,,,
6T1K,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.18,43.46,CHES 0.1 M,,9.5,,,,,,,,,,,,,,,
6T2L,"VAPOR DIFFUSION, SITTING DROP",273.0,,2.18,43.48,NA-ACETATE,0.17M,,TRIS-HCL,0.085M,,,,8.5,PEG 4000,25.5%,,GLYCEROL,15%,,,,
6T4N,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.06,40.27,CRYSTALLIZATION BUFFER WAS 0.1M SODIUM BICINE,,,,,9.0,AND 2M SODIUM MALONATE,,7.0,,,,,,,,,
6T4O,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.08,40.93,CRYSTALLIZATION BUFFER WAS 0.1M SODIUM BICINE,,,,,9.0,AMMONIUM SULFATE AND 2M SODIUM MALONATE,0.2 M,7.0,,,,,,,,,
6T5C,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.08,40.98,CRYSTALLIZATION BUFFER WAS 0.1M SODIUM BICINE,,,,,9.0,AMMONIUM SULFATE AND 2M SODIUM MALONATE,0.2 M,7.0,,,,,,,,,
6T81,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.05,39.87,SODIUM BICINE (,0.1M,9.0,,,,,,,,,,,,,,,
6TN4,"VAPOR DIFFUSION, HANGING DROP",277.0,6.5,2.83,56.5,PEG3350,10%,,SODIUM CACODYLATE,0.1 M,6.5,MGCL2,0.2 M,,,,,,,,,,
6TN5,"VAPOR DIFFUSION, HANGING DROP",277.0,6.5,2.84,56.65,PEG3350,10%,,SODIUM CACODYLATE,0.1 M,6.5,MGCL2,0.2 M,,,,,,,,,,
6UN5,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.74,29.3,AMMONIUM ACETATE,0.15 M,,PEG 3350,31%,,,,,,,,,,,,,
6WYX,"VAPOR DIFFUSION, HANGING DROP",293.0,5.0,2.21,44.28,W/V TACSIMATE,8%,,,,5.0,W/V PEG3350,20%,,,,,,,,,,
6WYY,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.54,51.53,W/V TACSIMATE,8%,,,,6.5,W/V PEG3350,17%,,,,,,,,,,
6WZ6,"VAPOR DIFFUSION, HANGING DROP",293.0,5.0,2.41,48.99,SODIUM MALONATE,0.2 M,,,,5.0,W/V PEG3350,20%,,,,,,,,,,
6XFU,"VAPOR DIFFUSION, SITTING DROP",277.0,7.4,2.09,41.03,SODIUM THIOCYANATE AND 20% POLY ETHYLENE GLYCOL (PEG) 3350,0.2 M,,,,,,,,,,,,,,,,
6XOK,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.13,42.23,CRYSTALS WERE GROWN BY VAPOR DIFFUSION AT ROOM TEMPERATURE IN 24 WELL CRYSCHEM SITTING DROP PLATES (HAMPTON RESEARCH,,,ALISO VIEJO,,,CA) WITH 600 MICROLETERS RESERVOIRS OF 25% PEG 3350 IN 0.10 M MES BUFFER AT,,6.5,,,,,,,,,
6XRV,"VAPOR DIFFUSION, SITTING DROP",295.0,6.5,2.23,44.8,CRYSTALS GROWN BY SITTING DROP WITH 0.6 UL RESERVOIRS OF 20% PEG 3350 IN 0.1 M MES BUFFER AT,,6.5,CRYSTALS GREW IN ABOUT A MONTH,,,,,,,,,,,,,,
6XSJ,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.06,40.21,CRYSTALLIZED BY SITTING DROP IN CRYSCHEM PLATES USING 0.6 ML RESERVOIRS OF 20% PEG 3350 IN 0.10 M MES BUFFER. 8 UL DROPS COMPOSED OF EQUAL AMOUNTS OF ENZYME IN WATER AT 30 MG/ML AND THE RESERVOIR SOLUTION,,,,,,,,,,,,,,,,,
6Y0H,"VAPOR DIFFUSION, HANGING DROP",293.15,5.5,2.32,47.0,AMMONIUM SULPHATE,1 M,,SODIUM CITRATE,100mM,,,,,,,,,,,,,
6Y3V,"VAPOR DIFFUSION, HANGING DROP",277.0,,2.74,55.17,PEG400,28% (v/v),,GLYCEROL,1.25%,,CACL,0.2M,,HEPES,0.1M,7.5,BME,2mM,,,,
6Y8E,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.46,50.1,PEG400,28%,,GLYCEROL,5%,,CACL,0.2M,,HEPES,0.1M,7.5,BME,2mM,,,,
6YNA,"VAPOR DIFFUSION, HANGING DROP",277.0,6.9,2.8,56.1,PKA,0.24mM,,MES-BIS-TRIS-BUFFER,30mM,6.2,DTT,1mM,,EDTA,0.1mM,,LICL,75mM,,MEGA 8,0.3mM,
6YNC,"VAPOR DIFFUSION, HANGING DROP",277.0,6.9,2.8,56.07,PKA,0.24mM,,MBT (MES/BIS-TRIS BUFFER,30mM,6.2,DTT,1mM,,EDTA,0.1mM,,LICL,75mM,,MEGA 8,0.3mM,
6YQI,"VAPOR DIFFUSION, HANGING DROP",277.0,6.9,2.79,55.92,PKA,0.24mM,,MBT (MES/BIS-TRIS BUFFER,30mM,6.2,DTT,1mM,,EDTA,0.1mM,,LICL,75mM,,MEGA 8,0.3mM,
7BQP,"VAPOR DIFFUSION, SITTING DROP",289.0,,3.07,59.9,PEG 6000,15%,,MPD,5%,,MES,0.1M,6.5,,,,,,,,,
7C65,"VAPOR DIFFUSION, HANGING DROP",293.15,7.5,1.89,34.75,HEPES 7.5,0.1M,,2-PROPANOL,10%,,PEG 4000,20%,,,,,,,,,,
6L4V,EVAPORATION,298.0,7.2,2.1,41.38,"SODIUM FORMATE; 0.1M AMMONIUM ACETATE; 0.1M SODIUM CITRATE TRIBASIC DIHYDRATE; 0.1M POTASSIUM SODIUM TARTRATE TETRAHYDRATE; 0.1M SODIUM OXAMATE
0.1M SODIUM HEPES; 0.1M MOPS
10% V/V ETHYLENE GLYCOL; 8 % W/V PEG 8000",0.1M,,,,,,,,,,,,,,,,
6SWT,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.25,45.23,PEG 3350,20%,,AMMONIUM TARTRATE,0.2M,,,,,,,,,,,,,
6SX9,"VAPOR DIFFUSION, HANGING DROP",296.0,8.0,2.11,41.71,SODIUM CITRATE,1.5 M,,TRIS,0.1 M,8.0,,,,,,,,,,,,
6TFR,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,2.55,51.84,PHOSPHATE; 0.1 M BIS-TRIS PROPANE,0.02 M,6.5,,,,,,,,,,,,,,,
6UI3,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.34,47.51,PEG 3350 AND 100 MM BIS-TRIS,26%,5.5,,,,,,,,,,,,,,,
6UID,"VAPOR DIFFUSION, SITTING DROP",291.0,6.9,2.87,57.16,SODIUM PHOSPHATE MONOBASIC MONOHYDRATE,1.8 M,,POTASSIUM PHOSPHATE DIBASIC,,,,,,,,,,,,,,
6XLV,"VAPOR DIFFUSION, HANGING DROP",277.0,7.0,2.1,41.3,PEG 3350,,,SODIUM MALONATE,3.4 M,7.0,SUCROSE,,,LDAO,,,,,,,,
6Y9Q,"VAPOR DIFFUSION, SITTING DROP",277.15,,2.48,50.4,LICL,0.2 M,,25 %W/V PEG 8000,,,,,,,,,,,,,,
6ZTX,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,2.18,43.56,LITHIUM SULFATE MONOHYDRATE,0.2 M,,TRIS,0.1 M,8.5,W/V POLYETHYLENE GLYCOL 3350,25%,,,,,,,,,,
6ZZO,"VAPOR DIFFUSION, SITTING DROP",298.0,5.5,2.31,46.67,MPD,45% (v/v),,CALCIUM CHLORIDE,0.2 M,,BIS TRIS,0.1 M,,,,,,,,,,
7A5M,"VAPOR DIFFUSION, SITTING DROP",300.15,7.0,1.91,35.51,AMMONIUM SULFATE,1.90M,,AMMONIUM NITRATE,360mM,,,,,,,,,,,,,
7C8F,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.81,56.23,BIS-TRIS PROPANE (,0.1 M,7.5,SODIUM MALONATE,0.2 M,,AND 19% PEG 3350,,,,,,,,,,,
7K3Q,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.26,45.51,MAGNESIUM CHLORIDE HEXAHYDRATE,0.2 M,,TRIS,0.1 M,8.5,"PEG 4000
CONDITION A1 OF MOLECULAR DIMENSIONS SG1 HT-96 ECO SCREEN",30% (w/v),,,,,,,,,,
6LAN,"VAPOR DIFFUSION, HANGING DROP",294.0,5.6,2.19,43.92,V/V 2-PROPANOL,20%,,SODIUM CITRATE,0.1 M,5.6,W/V PEG 2000 MME,20%,,,,,,,,,,
6SBA,"VAPOR DIFFUSION, HANGING DROP",298.0,7.0,2.46,50.06,HEPES,0.1M,,W/V PEG4000,15%,,,,,,,,,,,,,
6SPM,"VAPOR DIFFUSION, SITTING DROP",277.0,6.9,2.19,43.95,MES-BIS-TRIS-BUFFER,100 mM,,DITHIOTHREITOL,1 mM,,SODIUM EDTA,0.1 mM,,LICL,75 mM,,0.03 MEGA 8 AND 23 % METHANOL (V/V)0.003 ML DROP VOLUME,,,0.5 ML RESERVOIR VOLUME,,
6SPU,"VAPOR DIFFUSION, SITTING DROP",277.0,6.9,2.2,44.01,MES-BIS-TRIS-BUFFER,100 mM,,DITHIOTHREITOL,1 mM,,SODIUM EDTA,0.1 mM,,LICL,75 mM,,0.03 MEGA 8 AND 23 % METHANOL (V/V)0.003 ML DROP VOLUME,,,0.5 ML RESERVOIR VOLUME,,
